image_id,"file_path
",common_name,order,family,species,wing_count,forewing_type,mouthpart_type,antenna_type,antenna_type_alt,leg_specialization,body_shape,waist_shape,image_quality,annotator,visibility_notes
img_000270,Dataset/Dissosteira carolina (Linnaeus)/img_000270.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000271,Dataset/Dissosteira carolina (Linnaeus)/img_000271.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000272,Dataset/Dissosteira carolina (Linnaeus)/img_000272.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000273,Dataset/Dissosteira carolina (Linnaeus)/img_000273.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000274,Dataset/Dissosteira carolina (Linnaeus)/img_000274.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000275,Dataset/Dissosteira carolina (Linnaeus)/img_000275.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000276,Dataset/Dissosteira carolina (Linnaeus)/img_000276.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000277,Dataset/Dissosteira carolina (Linnaeus)/img_000277.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000278,Dataset/Dissosteira carolina (Linnaeus)/img_000278.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000279,Dataset/Dissosteira carolina (Linnaeus)/img_000279.jpg,Carolina grasshopper,Orthoptera,Acrididae,carolina,two_pairs,tegmina,chewing,filiform,,jumping,elongated,no_waist,,Angel,
img_000280,Dataset/Aedes albopictus (Skuse)/img_000280.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000281,Dataset/Aedes albopictus (Skuse)/img_000281.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000282,Dataset/Aedes albopictus (Skuse)/img_000282.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000283,Dataset/Aedes albopictus (Skuse)/img_000283.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000284,Dataset/Aedes albopictus (Skuse)/img_000284.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000285,Dataset/Aedes albopictus (Skuse)/img_000285.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000286,Dataset/Aedes albopictus (Skuse)/img_000286.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000287,Dataset/Aedes albopictus (Skuse)/img_000287.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000288,Dataset/Aedes albopictus (Skuse)/img_000288.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000289,Dataset/Aedes albopictus (Skuse)/img_000289.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000290,Dataset/Aedes albopictus (Skuse)/img_000290.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000291,Dataset/Aedes albopictus (Skuse)/img_000291.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000292,Dataset/Aedes albopictus (Skuse)/img_000292.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000293,Dataset/Aedes albopictus (Skuse)/img_000293.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000294,Dataset/Aedes albopictus (Skuse)/img_000294.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000295,Dataset/Aedes albopictus (Skuse)/img_000295.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000296,Dataset/Aedes albopictus (Skuse)/img_000296.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000297,Dataset/Aedes albopictus (Skuse)/img_000297.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000298,Dataset/Aedes albopictus (Skuse)/img_000298.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000299,Dataset/Aedes albopictus (Skuse)/img_000299.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000300,Dataset/Aedes albopictus (Skuse)/img_000300.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000301,Dataset/Aedes albopictus (Skuse)/img_000301.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000302,Dataset/Aedes albopictus (Skuse)/img_000302.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000303,Dataset/Aedes albopictus (Skuse)/img_000303.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000304,Dataset/Aedes albopictus (Skuse)/img_000304.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000305,Dataset/Aedes albopictus (Skuse)/img_000305.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000306,Dataset/Aedes albopictus (Skuse)/img_000306.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000307,Dataset/Aedes albopictus (Skuse)/img_000307.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000308,Dataset/Aedes albopictus (Skuse)/img_000308.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000309,Dataset/Aedes albopictus (Skuse)/img_000309.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000310,Dataset/Aedes albopictus (Skuse)/img_000310.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000311,Dataset/Aedes albopictus (Skuse)/img_000311.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000312,Dataset/Aedes albopictus (Skuse)/img_000312.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000313,Dataset/Aedes albopictus (Skuse)/img_000313.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000314,Dataset/Aedes albopictus (Skuse)/img_000314.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000315,Dataset/Aedes albopictus (Skuse)/img_000315.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000316,Dataset/Aedes albopictus (Skuse)/img_000316.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000317,Dataset/Aedes albopictus (Skuse)/img_000317.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000318,Dataset/Aedes albopictus (Skuse)/img_000318.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000319,Dataset/Aedes albopictus (Skuse)/img_000319.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000320,Dataset/Aedes albopictus (Skuse)/img_000320.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000321,Dataset/Aedes albopictus (Skuse)/img_000321.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000322,Dataset/Aedes albopictus (Skuse)/img_000322.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000323,Dataset/Aedes albopictus (Skuse)/img_000323.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000324,Dataset/Aedes albopictus (Skuse)/img_000324.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000325,Dataset/Aedes albopictus (Skuse)/img_000325.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000326,Dataset/Aedes albopictus (Skuse)/img_000326.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000327,Dataset/Aedes albopictus (Skuse)/img_000327.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000328,Dataset/Aedes albopictus (Skuse)/img_000328.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000329,Dataset/Aedes albopictus (Skuse)/img_000329.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000330,Dataset/Aedes albopictus (Skuse)/img_000330.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000331,Dataset/Aedes albopictus (Skuse)/img_000331.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000332,Dataset/Aedes albopictus (Skuse)/img_000332.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
img_000333,Dataset/Aedes albopictus (Skuse)/img_000333.jpg,Asian tiger mosquito,Diptera,Culicidae,albopictus,one_pair,membranous,piercing_sucking,plumose,filiform,generalist,slender,no_waist,,Angel,
